University Name,Level,Program Name,Program URL,Start Date,App Deadline,Years,Tuition,PerYearTuitio
China Pharmaceutical University,PhD,Pharmacokinetics,https://www.china-admissions.com/china-pharmaceutical-university/programs/phd/pharmacokinetics/,September  ,June,3,108000,36000
China Pharmaceutical University,PhD,Pharmacognosy,https://www.china-admissions.com/china-pharmaceutical-university/programs/phd/pharmacognosy/,September  ,June,3,108000,36000
China Pharmaceutical University,PhD,Medicinal Chemistry of Natural Products,https://www.china-admissions.com/china-pharmaceutical-university/programs/phd/medicinal-chemistry-of-natural-products/,September  ,June,3,108000,36000
China Pharmaceutical University,PhD,Microbiological and Biochemical Pharmacy,https://www.china-admissions.com/china-pharmaceutical-university/programs/phd/microbiological-and-biochemical-pharmacy/,September  ,June,3,108000,36000
China Pharmaceutical University,PhD,Pharmaceutical Engineering,https://www.china-admissions.com/china-pharmaceutical-university/programs/phd/pharmaceutical-engineering/,September  ,June,3,108000,36000
Beijing Union University,Non-degree,Short-term Chinese Training Programs,https://www.china-admissions.com/beijing-union-university/programs/chinese-language-programs/short-term/,Nothing,Nothing,Nothing,Nothing,Nothing
Beijing Union University,Non-degree,Intensive Chinese Language Course,https://www.china-admissions.com/beijing-union-university/programs/chinese-language-programs/intensive-chinese-language-course/,September or March,Nothing,0.5 - 1,15000 per semester,15000 per semester
Beijing Union University,Non-degree,Regular Chinese Language Courses,https://www.china-admissions.com/beijing-union-university/programs/chinese-language-programs/regular-chinese-language-courses/,September or March,Nothing,0.5 - 1,8000 per semester,8000 per semester
Beijing Union University,Bachelor's,International Business,https://www.china-admissions.com/beijing-union-university/programs/bachelors/ba-international-business/,September,August,4,104000,26000
Dalian Maritime University,Non-degree,Chinese Long-term Class,https://www.china-admissions.com/dalian-maritime-university/programs/chinese-language-program/,September or March,July 10th or January 10th,variable,variable,variable
Dalian Maritime University,Master's,Business Administration,https://www.china-admissions.com/dalian-maritime-university/programs/masters/mba-masters-in-business-administration/,September,June 30th,2,56000,28000
Dalian Maritime University,Master's,Logistics Engineering and Management,https://www.china-admissions.com/dalian-maritime-university/programs/masters/logistics-engineering-and-management/,September,June 30th,2.5,75000,30000
Dalian Maritime University,Master's,Law,https://www.china-admissions.com/dalian-maritime-university/programs/masters/llm-masters-in-law/,September,June 30th,2,56000,28000
Mandarin House,Non-degree,Intensive Chinese,https://www.china-admissions.com/mandarin-house/programs/adult-courses/intensive-chinese/,variable,variable,variable,variable,variable
Mandarin House,Non-degree,Part Time Chinese,https://www.china-admissions.com/mandarin-house/programs/adult-courses/part-time-chinese/,variable,variable,variable,variable,variable
Mandarin House,Non-degree,Private Tutoring,https://www.china-admissions.com/mandarin-house/programs/adult-courses/private-tutoring/,variable,variable,variable,variable,variable
Mandarin House,Non-degree,HSK,https://www.china-admissions.com/mandarin-house/programs/adult-courses/hsk/,variable,variable,variable,variable,variable
Mandarin House,Non-degree,Business Chinese,https://www.china-admissions.com/mandarin-house/programs/adult-courses/business-chinese/,variable,variable,variable,variable,variable
Mandarin House,Non-degree,Online Lessons,https://www.china-admissions.com/mandarin-house/programs/adult-courses/online-lessons/,variable,variable,variable,variable,variable
Mandarin House,Non-degree,Teacher Training,https://www.china-admissions.com/mandarin-house/programs/adult-courses/teacher-training/,variable,variable,variable,variable,variable
Mandarin House,Non-degree,Work Experience,https://www.china-admissions.com/mandarin-house/programs/adult-courses/work-experience/,variable,variable,variable,variable,variable
Mandarin House,Non-degree,Summer Programs,https://www.china-admissions.com/mandarin-house/programs/junior-courses/summer-programs/,variable,variable,variable,variable,variable
Mandarin House,Non-degree,After School Courses,https://www.china-admissions.com/mandarin-house/programs/junior-courses/after-school-courses/,variable,variable,variable,variable,variable
Mandarin House,Non-degree,Study Tours,https://www.china-admissions.com/mandarin-house/programs/junior-courses/study-tours/,variable,variable,variable,variable,variable
Mandarin House,Non-degree,Corporate Programs,https://www.china-admissions.com/mandarin-house/programs/corporate-programs/,variable,variable,variable,variable,variable
Zhejiang University of Science and Technology,Non-degree,Study Tour Program,https://www.china-admissions.com/zust/programs/chinese-language-programs/study-tour/,9-Aug,20-Jul,3 weeks,6800,6800
Zhejiang University of Science and Technology,Non-degree,Chinese Language Program,https://www.china-admissions.com/zust/programs/chinese-language-programs/chinese-language-program/,September or March,variable,variable,6500 (4 months) / 3600 (2 months),6500 (4 months) / 3600 (2 months)
Zhejiang University of Science and Technology,Bachelor's,Business Chinese,https://www.china-admissions.com/zust/programs/bachelors/business-chinese/,September or March,June 30 or January 30,4,60000,15000
Zhejiang University of Science and Technology,Bachelor's,Civil Engineering,https://www.china-admissions.com/zust/programs/bachelors/civil-engineering/,September or March,June 30 or January 30,4,72000,18000
Zhejiang University of Science and Technology,Bachelor's,International Economics and Trade,https://www.china-admissions.com/zust/programs/bachelors/international-economics-and-trade/,September or March,June 30 or January 30,4,64000,16000
Zhejiang University of Science and Technology,Bachelor's,International Marketing,https://www.china-admissions.com/zust/programs/bachelors/international-marketing/,September or March,June 30 or January 30,4,64000,16000
Zhejiang University of Science and Technology,Bachelor's,Computer Science and Technology (Information Technology),https://www.china-admissions.com/zust/programs/bachelors/computer-science-technology/,September or March,June 30 or January 30,4,72000,18000
Zhejiang University of Science and Technology,Bachelor's,Communication Engineering,https://www.china-admissions.com/zust/programs/bachelors/communication-engineering/,September or March,June 30 or January 30,4,72000,18000
Zhejiang University of Science and Technology,Bachelor's,Information and Computational Science (Statistics and Financial Actuarial Science),https://www.china-admissions.com/zust/programs/bachelors/information-computational-science/,September or March,June 30 or January 30,4,72000,18000
Zhejiang University of Science and Technology,Bachelor's,Food Science and Engineering,https://www.china-admissions.com/zust/programs/bachelors/food-science-engineering/,September or March,June 30 or January 30,4,72000,18000
Zhejiang University of Science and Technology,Bachelor's,Digital Media Technology,https://www.china-admissions.com/zust/programs/bachelors/digital-media-technology/,September or March,June 30 or January 30,4,72000,18000
Zhejiang University of Science and Technology,Bachelor's,Applied Physics (Laser 3D Technology),https://www.china-admissions.com/zust/programs/bachelors/applied-physics-laser-3d-technology/,September or March,June 30 or January 30,4,72000,18000
Zhejiang University of Science and Technology,Bachelor's,Measuring and Control Technology and Instrumentation ,https://www.china-admissions.com/zust/programs/bachelors/measuring-control-technology-instrumentation/,September or March,June 30 or January 30,4,72000,18000
Zhejiang University of Science and Technology,Master's,Civil Engineering,https://www.china-admissions.com/zust/programs/masters/civil-engineering/,September or March,June 30 or January 30,2,50000,25000
Zhejiang University of Science and Technology,Master's,Chemical Engineering and Technique,https://www.china-admissions.com/zust/programs/masters/chemical-engineering-technique/,September or March,June 30 or January 30,2,50000,25000
Zhejiang University of Science and Technology,Master's,MTCSOL,https://www.china-admissions.com/zust/programs/masters/mtcsol/,September or March,June 30 or January 30,2.5,52500,21000
Fudan University,Non-degree,Professional Business Chinese Immersion Program,https://www.china-admissions.com/fudan-university/programs/non-degree/professional-business-chinese-immersion-program/,September or February,December 10 or June 10,0.5,39000,39000
Fudan University,Bachelor's,MBBS,https://www.china-admissions.com/fudan-university/programs/bachelors/mbbs/,September,27-Mar,6,450000,75000
Fudan University,Master's,Chinese Politics and Diplomacy,https://www.china-admissions.com/fudan-university/programs/masters/chinese-politics-diplomacy/,1-Sep,10-Apr,2,100000,50000
Fudan University,Master's,Chinese Government and Governance,https://www.china-admissions.com/fudan-university/programs/masters/chinese-government-governance/,1-Sep,10-Apr,2,140000,70000
Fudan University,Master's,International Public Policy,https://www.china-admissions.com/fudan-university/programs/masters/international-public-policy/,1-Sep,10-Apr,2,140000,70000
Fudan University,Master's,Comparative Politics,https://www.china-admissions.com/fudan-university/programs/masters/comparative-politics/,1-Sep,10-Apr,2,140000,70000
Fudan University,Master's,Finance,https://www.china-admissions.com/fudan-university/programs/masters/finance/,1-Sep,10-Apr,2,100000,50000
Fudan University,Master's,World Economy(Globalizaiton and Chinese Economy),https://www.china-admissions.com/fudan-university/programs/masters/world-economy-globalizaiton-chinese-economy/,1-Sep,1st March,2,130000,65000
Fudan University,Master's,Chinese Language and Culture,https://www.china-admissions.com/fudan-university/programs/masters/chinese-language-culture/,1-Sep,Any Time of the Year,2,100000,50000
Fudan University,Master's,Chinese Philosophy and Culture,https://www.china-admissions.com/fudan-university/programs/masters/chinese-philosophy-culture/,1-Sep,20-Feb,2,100000,50000
Fudan University,Master's,Chinese Religion,https://www.china-admissions.com/fudan-university/programs/masters/chinese-religion/,1-Sep,10-Apr,2,100000,50000
Fudan University,Master's,LL.M Program in Chinese Business Law,https://www.china-admissions.com/fudan-university/programs/masters/ll-m-chinese-business-law/,Late August ,10-Apr,2,160000,80000
Fudan University,Master's,Chinese Society,https://www.china-admissions.com/fudan-university/programs/masters/chinese-society/,1-Sep,10-Apr,2,100000,50000
Fudan University,Master's,Chinese History and Culture,https://www.china-admissions.com/fudan-university/programs/masters/chinese-history-culture/,1-Sep,31st May,2,100000,50000
Fudan University,Master's,Finance(Financial Management),https://www.china-admissions.com/fudan-university/programs/masters/financial-management/,1-Sep,1st March,2,100000,50000
Fudan University,Master's,Finance(Financial Engineering Management),https://www.china-admissions.com/fudan-university/programs/masters/financial-engineering-management/,1-Sep,1st March,2,100000,50000
Fudan University,Master's,International MBA,https://www.china-admissions.com/fudan-university/programs/masters/international-mba/,1-Sep,31st May,2,228000,114000
Fudan University,PhD,International Politics,https://www.china-admissions.com/fudan-university/programs/phd/international-politics/,1-Sep,10-Apr,3,180000,60000
Xiamen University,Non-degree,Four-week Oral Chinese Class,https://www.china-admissions.com/xiamen-university/programs/chinese-language/four-week-oral-chinese-class/,July,Early June,4 weeks,5000,5000
Xiamen University,Non-degree,Eight-week Basic Chinese Class,https://www.china-admissions.com/xiamen-university/programs/chinese-language/eight-week-basic-chinese-class/,May,Early April,8 weeks,9000,9000
Xiamen University,Non-degree,China Study Program,https://www.china-admissions.com/xiamen-university/programs/chinese-language/china-study-program/,July,Early June,4 weeks,9000,9000
Xiamen University,Non-degree,Long-term Chinese,https://www.china-admissions.com/xiamen-university/programs/chinese-language/long-term-chinese/,February/March or September,January or July,0.5,13000,13000
Xiamen University,Bachelor's,MBBS,https://www.china-admissions.com/xiamen-university/programs/bachelors/mbbs/,September,1-Jul,6,228000,38000
Xiamen University,Master's,Chinese Philosophy,https://www.china-admissions.com/xiamen-university/programs/masters/chinese-philosophy/,September,1st June,2,78000,39000
Xiamen University,Master's,Civil and Commercial Law,https://www.china-admissions.com/xiamen-university/programs/masters/civil-commercial-law/,September,1st June,2,90000,45000
Xiamen University,Master's,International Relations,https://www.china-admissions.com/xiamen-university/programs/masters/international-relations/,September,1st June,2,90000,45000
Xiamen University,Master's,International Trade,https://www.china-admissions.com/xiamen-university/programs/masters/international-trade/,September,1st June,2,90000,45000
Xiamen University,Master's,OneMBA,https://www.china-admissions.com/xiamen-university/programs/masters/onemba/,September,1st June,2,158000,79000
Xiamen University,Master's,Marine Affairs,https://www.china-admissions.com/xiamen-university/programs/masters/marine-affairs/,September,1st June,2,90000,45000
Xiamen University,Master's,Chemical Engineering,https://www.china-admissions.com/xiamen-university/programs/masters/chemical-engineering/,September,1st June,2,90000,45000
Xiamen University,Master's,Physical Chemistry,https://www.china-admissions.com/xiamen-university/programs/masters/physical-chemistry/,September,1st June,2,90000,45000
Xiamen University,Master's,Computer Science and Technology,https://www.china-admissions.com/xiamen-university/programs/masters/computer-science-technology/,September,1st June,2,90000,45000
Xiamen University,Master's,Finance,https://www.china-admissions.com/xiamen-university/programs/masters/finance/,September,1st June,2,90000,45000
Xiamen University,Master's,Financial Engineering,https://www.china-admissions.com/xiamen-university/programs/masters/financial-engineering/,September,1st June,2,90000,45000
Xiamen University,Master's,Western Economics,https://www.china-admissions.com/xiamen-university/programs/masters/western-economics/,September,1st June,2,90000,45000
Xiamen University,Master's,Quantitative Economics,https://www.china-admissions.com/xiamen-university/programs/masters/quantitative-economics/,September,1st June,2,90000,45000
Xiamen University,Master's,Management Economics,https://www.china-admissions.com/xiamen-university/programs/masters/management-economics/,September,1st June,2,90000,45000
Xiamen University,Master's,Accounting,https://www.china-admissions.com/xiamen-university/programs/masters/accounting/,September,1st June,2,90000,45000
Xiamen University,Master's,Finance (Wang Yanan Institute for Studies in Economics),https://www.china-admissions.com/xiamen-university/programs/masters/maf/,September,1st June,2,90000,45000
Xiamen University,PhD,Chinese Philosophy,https://www.china-admissions.com/xiamen-university/programs/phd/chinese-philosophy/,September,1st June,3,165000,55000
Xiamen University,PhD,Archaeology,https://www.china-admissions.com/xiamen-university/programs/phd/archaeology/,September,1st June,3,165000,55000
Xiamen University,PhD,Chinese History,https://www.china-admissions.com/xiamen-university/programs/phd/chinese-history/,September,1st June,3,126000,42000
Xiamen University,PhD,World History,https://www.china-admissions.com/xiamen-university/programs/phd/world-history/,September,1st June,3,126000,42000
Xiamen University,PhD,Anthropology,https://www.china-admissions.com/xiamen-university/programs/phd/anthropology/,September,1st June,3,126000,42000
Xiamen University,PhD,Statistics (School of Economics),https://www.china-admissions.com/xiamen-university/programs/phd/statistics-school-of-economics/,September,1st June,3,165000,55000
Xiamen University,PhD,World Economy (School of Economics),https://www.china-admissions.com/xiamen-university/programs/phd/world-economy-school-of-economics/,September,1st June,3,165000,55000
Xiamen University,PhD,International Trade,https://www.china-admissions.com/xiamen-university/programs/phd/international-trade/,September,1st June,3,165000,55000
Xiamen University,PhD,Energy Economics,https://www.china-admissions.com/xiamen-university/programs/phd/energy-economics/,September,1st June,3,165000,55000
Xiamen University,PhD,Accounting,https://www.china-admissions.com/xiamen-university/programs/phd/accounting/,September,1st June,3,165000,55000
Xiamen University,PhD,Enterprise Management,https://www.china-admissions.com/xiamen-university/programs/phd/enterprise-management/,September,1st June,3,165000,55000
Xiamen University,PhD,Marketing,https://www.china-admissions.com/xiamen-university/programs/phd/marketing/,September,1st June,3,165000,55000
Xiamen University,PhD,Management Science and Engineering,https://www.china-admissions.com/xiamen-university/programs/phd/management-science-engineering/,September,1st June,3,165000,55000
Xiamen University,PhD,Technology Economics and Management,https://www.china-admissions.com/xiamen-university/programs/phd/technology-economics-management/,September,1st June,3,165000,55000
Xiamen University,PhD,Finance (School of Management),https://www.china-admissions.com/xiamen-university/programs/phd/finance-school-of-management/,September,1st June,3,165000,55000
Xiamen University,PhD,Western Economics,https://www.china-admissions.com/xiamen-university/programs/phd/western-economics/,September,1st June,3,165000,55000
Xiamen University,PhD,Finance (Wang Yanan Institute for Studies in Economics),https://www.china-admissions.com/xiamen-university/programs/phd/finance-wang-yanan-institute-for-studies-in-economics/,September,1st June,3,165000,55000
Xiamen University,PhD,Quantitative Economics,https://www.china-admissions.com/xiamen-university/programs/phd/quantitative-economics/,September,1st June,3,165000,55000
Xiamen University,PhD,Statistics (Wang Yanan Institute for Studies in Economics),https://www.china-admissions.com/xiamen-university/programs/phd/statistics-wang-yanan-institute-for-studies-in-economics/,September,1st June,3,165000,55000
Xiamen University,PhD,Labor Economics,https://www.china-admissions.com/xiamen-university/programs/phd/labor-economics/,September,1st June,3,165000,55000
Xiamen University,PhD,Regional Economics,https://www.china-admissions.com/xiamen-university/programs/phd/regional-economics/,September,1st June,3,165000,55000
Xiamen University,PhD,International Law (School of Law),https://www.china-admissions.com/xiamen-university/programs/phd/international-law-school-of-law/,September,1st June,3,165000,55000
Xiamen University,PhD,International Law (Institute for South China Sea Studies),https://www.china-admissions.com/xiamen-university/programs/phd/international-law-institute-for-south-china-sea-studies/,September,1st June,3,165000,55000
Xiamen University,PhD,Intellectual Property Law,https://www.china-admissions.com/xiamen-university/programs/phd/intellectual-property-law/,September,1st June,3,165000,55000
Xiamen University,PhD,English Language and Literature,https://www.china-admissions.com/xiamen-university/programs/phd/english-language-literature/,September,1st June,3,165000,55000
Xiamen University,PhD,Electromechanical Engineering,https://www.china-admissions.com/xiamen-university/programs/phd/electromechanical-engineering/,September,1st June,3,165000,55000
Xiamen University,PhD,Condensed Matter Physics,https://www.china-admissions.com/xiamen-university/programs/phd/condensed-matter-physics/,September,1st June,3,165000,55000
Xiamen University,PhD,Radio Physics,https://www.china-admissions.com/xiamen-university/programs/phd/radio-physics/,September,1st June,3,165000,55000
Xiamen University,PhD,Electromagnetic Field and Microwave Technology,https://www.china-admissions.com/xiamen-university/programs/phd/electromagnetic-field-microwave-technology/,September,1st June,3,165000,55000
Xiamen University,PhD,Basic Mathematics,https://www.china-admissions.com/xiamen-university/programs/phd/basic-mathematics/,September,1st June,3,165000,55000
Xiamen University,PhD,Computational Mathematics,https://www.china-admissions.com/xiamen-university/programs/phd/computational-mathematics/,September,1st June,3,165000,55000
Xiamen University,PhD,Probability and Mathematical Statistics,https://www.china-admissions.com/xiamen-university/programs/phd/probability-mathematical-statistics/,September,1st June,3,165000,55000
Xiamen University,PhD,Analytical Chemistry,https://www.china-admissions.com/xiamen-university/programs/phd/analytical-chemistry/,September,1st June,3,165000,55000
Xiamen University,PhD,Organic Chemistry,https://www.china-admissions.com/xiamen-university/programs/phd/organic-chemistry/,September,1st June,3,165000,55000
Xiamen University,PhD,Physical Chemistry,https://www.china-admissions.com/xiamen-university/programs/phd/physical-chemistry/,September,1st June,3,165000,55000
Xiamen University,PhD,Chemistry and Physics of Polymers,https://www.china-admissions.com/xiamen-university/programs/phd/chemistry-physics-polymers/,September,1st June,3,165000,55000
Xiamen University,PhD,Chemical Engineering,https://www.china-admissions.com/xiamen-university/programs/phd/chemical-engineering/,September,1st June,3,165000,55000
Xiamen University,PhD,Chemical Technics,https://www.china-admissions.com/xiamen-university/programs/phd/chemical-technics/,September,1st June,3,165000,55000
Xiamen University,PhD,Biochemical Engineering,https://www.china-admissions.com/xiamen-university/programs/phd/biochemical-engineering/,September,1st June,3,165000,55000
Xiamen University,PhD,Industrial Catalysis,https://www.china-admissions.com/xiamen-university/programs/phd/industrial-catalysis/,September,1st June,3,165000,55000
Xiamen University,PhD,Applied Chemistry,https://www.china-admissions.com/xiamen-university/programs/phd/applied-chemistry/,September,1st June,3,165000,55000
Xiamen University,PhD, Materials Physics and Chemistry,https://www.china-admissions.com/xiamen-university/programs/phd/materials-physics-chemistry/,September,1st June,3,165000,55000
Xiamen University,PhD,Computer Science and Technology,https://www.china-admissions.com/xiamen-university/programs/phd/computer-science-technology/,September,1st June,3,165000,55000
Xiamen University,PhD,Communication and Information System,https://www.china-admissions.com/xiamen-university/programs/phd/communication-information-system/,September,1st June,3,165000,55000
Xiamen University,PhD,Zoology,https://www.china-admissions.com/xiamen-university/programs/phd/zoology/,September,1st June,3,165000,55000
Xiamen University,PhD,Biochemistry and Molecular Biology,https://www.china-admissions.com/xiamen-university/programs/phd/biochemistry-molecular-biology/,September,1st June,3,165000,55000
Xiamen University,PhD,Hydrobiology,https://www.china-admissions.com/xiamen-university/programs/phd/hydrobiology/,September,1st June,3,165000,55000
Xiamen University,PhD,Cell Biology,https://www.china-admissions.com/xiamen-university/programs/phd/cell-biology/,September,1st June,3,165000,55000
Xiamen University,PhD,Genetics,https://www.china-admissions.com/xiamen-university/programs/phd/genetics/,September,1st June,3,165000,55000
Xiamen University,PhD,Physical Oceanography,https://www.china-admissions.com/xiamen-university/programs/phd/physical-oceanography/,September,1st June,3,165000,55000
Xiamen University,PhD,Marine Biology,https://www.china-admissions.com/xiamen-university/programs/phd/marine-biology/,September,1st June,3,165000,55000
Xiamen University,PhD,Marine Chemistry,https://www.china-admissions.com/xiamen-university/programs/phd/marine-chemistry/,September,1st June,3,165000,55000
Xiamen University,PhD,Marine Physics,https://www.china-admissions.com/xiamen-university/programs/phd/marine-physics/,September,1st June,3,165000,55000
Xiamen University,PhD,Marine Geology,https://www.china-admissions.com/xiamen-university/programs/phd/marine-geology/,September,1st June,3,165000,55000
Xiamen University,PhD,Marine Biotechnology,https://www.china-admissions.com/xiamen-university/programs/phd/marine-biotechnology/,September,1st June,3,165000,55000
Xiamen University,PhD,Environmental Science,https://www.china-admissions.com/xiamen-university/programs/phd/environmental-science/,September,1st June,3,165000,55000
Xiamen University,PhD,Environmental Management,https://www.china-admissions.com/xiamen-university/programs/phd/environmental-management/,September,1st June,3,165000,55000
Xiamen University,PhD,Environmental Engineering,https://www.china-admissions.com/xiamen-university/programs/phd/environmental-engineering/,September,1st June,3,165000,55000
Xiamen University,PhD,Ecology,https://www.china-admissions.com/xiamen-university/programs/phd/ecology/,September,1st June,3,165000,55000
Xiamen University,PhD,Marine Affairs,https://www.china-admissions.com/xiamen-university/programs/phd/marine-affairs/,September,1st June,3,165000,55000
Xiamen University,PhD,World Economy (School of International Relations),https://www.china-admissions.com/xiamen-university/programs/phd/world-economy-school-of-international-relations/,September,1st June,3,165000,55000
Xiamen University,PhD,Theory of Political Science,https://www.china-admissions.com/xiamen-university/programs/phd/theory-of-political-science/,September,1st June,3,165000,55000
Xiamen University,PhD,International Relations,https://www.china-admissions.com/xiamen-university/programs/phd/international-relations/,September,1st June,3,165000,55000
Xiamen University,PhD,Chemical Biology,https://www.china-admissions.com/xiamen-university/programs/phd/chemical-biology/,September,1st June,3,165000,55000
Xiamen University,PhD,Higher Education,https://www.china-admissions.com/xiamen-university/programs/phd/higher-education/,September,1st June,3,165000,55000
Xiamen University,PhD,Educational Economy and Management,https://www.china-admissions.com/xiamen-university/programs/phd/educational-economy-management/,September,1st June,3,165000,55000
Xiamen University,PhD,Accounting (Institute for Financial and Accounting Studies),https://www.china-admissions.com/xiamen-university/programs/phd/accounting-institute-for-financial-and-accounting-studies/,September,1st June,3,165000,55000
Xiamen University,PhD,Finance (Institute for Financial and Accounting Studies),https://www.china-admissions.com/xiamen-university/programs/phd/finance-institute-for-financial-and-accounting-studies/,September,1st June,3,165000,55000
Beijing Chinese Language and Culture College,Non-Degree,Chinese Language Class,https://www.china-admissions.com/blcc/programs/non-degree/chinese-language-class/,September or February,Any Time of the Year,0.5,9600,9600
Beijing Chinese Language and Culture College,Non-Degree,HSK Class,https://www.china-admissions.com/blcc/programs/non-degree/hsk-class/,September or February,Any Time of the Year,0.5,9600,9600
Beijing Chinese Language and Culture College,Non-Degree,College Degree Class in Chinese Language,https://www.china-admissions.com/blcc/programs/college-degree-class-chinese-language/,September or February,Any Time of the Year,2,38400,19200
Beijing Chinese Language and Culture College,Bachelor's,Chinese Teaching,https://www.china-admissions.com/blcc/programs/bachelors/degree-class-chinese-teaching/,September or February,Any Time of the Year,4,76800,19200
Beijing Chinese Language and Culture College,Bachelor's,Chinese Language,https://www.china-admissions.com/blcc/programs/bachelors/degree-class-in-chinese-language/,September or February,Any Time of the Year,4,76800,19200
Hutong School,Non-Degree,Intensive Chinese Program,https://www.china-admissions.com/hutong-school/programs/intensive-chinese-program/,variable,All Year Round,variable,variable,variable
Hutong School,Non-Degree,Internship Program,https://www.china-admissions.com/hutong-school/programs/internship/,variable,All Year Round,variable,variable,variable
Hutong School,Non-Degree,Volunteer Program,https://www.china-admissions.com/hutong-school/programs/volunteer-program/,variable,All Year Round,variable,variable,variable
Hutong School,Non-Degree,Summer Camp,https://www.china-admissions.com/hutong-school/programs/summer-camp/,July or August,All Year Round,variable,variable,variable
Tongji University,Non-Degree,Chinese Language Program,https://www.china-admissions.com/tongji-university/programs/chinese-language-program/,September or March,20th June or 24th Dec,0.5 - 2,32800,16400
Tongji University,Non-Degree,General Visiting Students,https://www.china-admissions.com/tongji-university/programs/non-degree-programs/general-visiting-students/,September or March,30th May or 24th Dec,0.5 - 2,variable,variable
Tongji University,Non-Degree,Senior Visiting Students,https://www.china-admissions.com/tongji-university/programs/non-degree-programs/senior-visiting-students/,September or March,30th May or 24th Dec,0.5 - 2,variable,variable
Tongji University,Non-Degree,Foundation Program,https://www.china-admissions.com/tongji-university/programs/non-degree-programs/foundation-program/,September or March,20th June or 24th Dec,1,33850,33850
Tongji University,Bachelor's,MBBS,https://www.china-admissions.com/tongji-university/programs/bachelors/international-mbbs-program/,September,May 31st,6,270000,45000
Tongji University,Bachelor's,Architecture (Tongji-UNSW Dual Degree),https://www.china-admissions.com/tongji-university/programs/bachelors/architecture-tongji-unsw-dual-degree/,September,May 31st,4,variable,120000
Tongji University,Master's,Environmental Management and Sustainable Development,https://www.china-admissions.com/tongji-university/programs/masters/environmental-management-and-sustainable-development/,September,30-May,2,78000,39000
Tongji University,Master's,Enterprise Management,https://www.china-admissions.com/tongji-university/programs/masters/enterprise-management/,September,30-May,2,72000,36000
Tongji University,Master's,Software Engineering,https://www.china-admissions.com/tongji-university/programs/masters/software-engineering/,September,30-May,2,72000,36000
Tongji University,Master's,Structural Engineering,https://www.china-admissions.com/tongji-university/programs/masters/structural-engineering/,September,30-May,2.5,90000,36000
Tongji University,Master's,Clinical Medicine,https://www.china-admissions.com/tongji-university/programs/masters/clinical-medicine/,September,30-May,3,117000,39000
Shanghai Normal University,Non-Degree,Summer Program,https://www.china-admissions.com/shanghai-normal-university/programs/short-term-programs/summer-program/,July,15-Jun,4 - 6 weeks,3400 - 5000,3400 - 5000
Shanghai Normal University,Non-Degree,Group Program,https://www.china-admissions.com/shanghai-normal-university/programs/short-term-programs/group-program/,variable,variable,variable,variable,variable
Shanghai Normal University,Non-Degree,General Chinese Program,https://www.china-admissions.com/shanghai-normal-university/programs/long-term-programs/general-chinese-program/,September or March,July 15 or December 31,1,18000,18000
Shanghai Normal University,Non-Degree,Intensive Chinese Program,https://www.china-admissions.com/shanghai-normal-university/programs/long-term-programs/intensive-chinese-program/,September or March,July 15 or December 31,0.5,17000,17000
Shanghai Normal University,Non-Degree,Business Chinese Program,https://www.china-admissions.com/shanghai-normal-university/programs/long-term-programs/business-chinese-program/,September or March,July 15 or December 31,1,18000,18000
Shanghai Normal University,Bachelor's,Chinese Language,https://www.china-admissions.com/shanghai-normal-university/programs/bachelors/chinese-language/,September,15th July ,4,75600,18000
Shanghai Normal University,Bachelor's,Teach Chinese to Speakers of Other Languages,https://www.china-admissions.com/shanghai-normal-university/programs/bachelors/teach-chinese-to-speakers-of-other-languages/,September,15th July ,4,75600,18000
Shanghai Normal University,Master's,Linguistics and Applied Linguistics,https://www.china-admissions.com/shanghai-normal-university/programs/masters/linguistics-and-applied-linguistics/,September,31-May,3,69000,23000
Shanghai Normal University,Master's,Teaching Chinese to Speakers of Other Languages,https://www.china-admissions.com/shanghai-normal-university/programs/masters/mtcsol/,September,31-May,2,46000,23000
Shanghai Normal University,PhD,Linguistics and Applied Linguistics,https://www.china-admissions.com/shanghai-normal-university/programs/phd/linguistics-and-applied-linguistics/,September,31-May,3,84000,28000
Ningbo University,Non-Degree,Chinese Language Training Program,https://www.china-admissions.com/ningbo-university/programs/non-degree/chinese-language-training-program/,September or March,All year round,0.5 - 2,6400 - 36000,6400 - 18000
Ningbo University,Bachelor's,International Economy and Trade,https://www.china-admissions.com/ningbo-university/programs/bachelors/international-economy-trade/,September,Middle of July,4,72000,18000
Ningbo University,Bachelor's,International Finance,https://www.china-admissions.com/ningbo-university/programs/bachelors/international-finance/,September,Middle of July,4,72000,18000
Ningbo University,Bachelor's,Accounting (ACCA Concentration),https://www.china-admissions.com/ningbo-university/programs/bachelors/accounting-acca/,September,Middle of July,4,72000,18000
Ningbo University,Bachelor's,Accounting (CGA Concentration),https://www.china-admissions.com/ningbo-university/programs/bachelors/accounting-cga/,September,Middle of July,4,72000,18000
Ningbo University,Bachelor's,Business Administraion,https://www.china-admissions.com/ningbo-university/programs/bachelors/business-administration/,September,Middle of July,4,72000,18000
Ningbo University,Bachelor's,Logistics Management,https://www.china-admissions.com/ningbo-university/programs/bachelors/logistics-management/,September,Middle of July,4,72000,18000
Ningbo University,Bachelor's,Computer Science,https://www.china-admissions.com/ningbo-university/programs/bachelors/computer-science/,September,Middle of July,4,80000,20000
Ningbo University,Bachelor's,Mechanical Engineering,https://www.china-admissions.com/ningbo-university/programs/bachelors/mechanical-engineering/,September,Middle of July,4,80000,20000
